[18.05.2018 21:54:55] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:54:56] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:54:57] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:54:58] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:54:59] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:55:00] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:55:01] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:55:02] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:55:03] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:55:04] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:55:05] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:55:06] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
[18.05.2018 21:55:07] [ warn]  Warning! Number of selected CPU cores is greater than the number of physical CPU cores. Mining speed will not be optimal.
